Gene Symbol,Description,Ensembl ID,Entrez ID,Vision,Auditory,Olfactory,Touch,Gene_hgnc
SNX10,,ENSG00000086300,29887,yes,yes,no,no,SNX10
SNX13,,ENSG00000071189,23161,yes,no,no,no,SNX13
SNX14,,ENSG00000135317,57231,yes,yes,no,no,SNX14
SNX29,,ENSG00000048471,92017,yes,no,no,no,SNX29
SNX9,,ENSG00000130340,51429,yes,no,no,no,SNX9
SOBP,,ENSG00000112320,55084,yes,no,no,yes,SOBP
SOCS1,,ENSG00000185338,8651,yes,no,no,no,SOCS1
SOD2,,ENSG00000112096,6648,yes,no,no,no,SOD2
SOHLH1,,ENSG00000165643,402381,yes,no,no,no,SOHLH1
SON,,ENSG00000159140,6651,yes,yes,no,no,SON
SORBS2,,ENSG00000154556,8470,yes,no,no,no,SORBS2
SORCS2,,ENSG00000184985,57537,yes,no,no,no,SORCS2
SOX4,,ENSG00000124766,6659,yes,yes,no,no,SOX4
SOX5,,ENSG00000134532,6660,yes,yes,no,no,SOX5
SP110,,ENSG00000135899,3431,yes,no,no,no,SP110
SP4,,ENSG00000105866,6671,yes,no,no,no,SP4
SPAG1,,ENSG00000104450,6674,yes,yes,no,no,SPAG1
SPAG17,,ENSG00000155761,200162,yes,yes,no,no,SPAG17
SPART,,ENSG00000133104,23111,yes,yes,no,yes,SPART
SPAST,,ENSG00000021574,6683,yes,yes,no,yes,SPAST
SPATA19,,ENSG00000166118,219938,yes,no,no,no,SPATA19
SPATA22,,ENSG00000141255,84690,yes,yes,no,no,SPATA22
SPATA45,,ENSG00000185523,149643,yes,no,no,no,SPATA45
SPCS3,,ENSG00000129128,60559,yes,no,no,no,SPCS3
SPDYE4,,ENSG00000183318,388333,yes,no,no,no,SPDYE4
SPECC1L,,ENSG00000100014,23384,yes,yes,no,no,SPECC1L
SPEF2,,ENSG00000152582,79925,yes,yes,no,no,SPEF2
SPEG,,ENSG00000072195,10290,yes,no,no,no,SPEG
SPEN,,ENSG00000065526,23013,yes,yes,no,no,SPEN
SPG21,,ENSG00000090487,51324,yes,yes,no,no,SPG21
SPG7,,ENSG00000197912,6687,yes,yes,no,yes,SPG7
SPI1,,ENSG00000066336,6688,yes,no,no,no,SPI1
SPINK4,,ENSG00000122711,27290,yes,no,no,no,SPINK4
SPOP,,ENSG00000121067,8405,yes,yes,no,no,SPOP
SPP1,,ENSG00000118785,6696,yes,no,no,yes,SPP1
SPP2,,ENSG00000072080,6694,yes,no,no,no,SPP2
SPR,,ENSG00000116096,6697,yes,yes,no,no,SPR
SPTAN1,,ENSG00000197694,6709,yes,yes,no,yes,SPTAN1
SPTBN1,,ENSG00000115306,6711,yes,yes,no,no,SPTBN1
SPTBN2,,ENSG00000173898,6712,yes,no,no,yes,SPTBN2
SPTBN4,,ENSG00000160460,57731,yes,yes,no,no,SPTBN4
SPTBN5,,ENSG00000137877,51332,yes,no,no,no,SPTBN5
SPTSSA,,ENSG00000165389,171546,yes,yes,no,no,SPTSSA
SRCIN1,,ENSG00000277363,80725,yes,no,no,no,SRCIN1
SRD5A3,,ENSG00000128039,79644,yes,yes,no,yes,SRD5A3
SREBF1,,ENSG00000072310,6720,yes,yes,no,no,SREBF1
SREK1IP1,,ENSG00000153006,285672,yes,no,no,no,SREK1IP1
SRGAP1,,ENSG00000196935,57522,yes,no,no,no,SRGAP1
SRGAP3,,ENSG00000196220,9901,yes,no,no,no,SRGAP3
SRGN,,ENSG00000122862,5552,yes,no,no,no,SRGN
SRRM2,,ENSG00000167978,23524,yes,no,no,no,SRRM2
SRSF5,,ENSG00000100650,6430,yes,no,no,no,SRSF5
SRSF6,,ENSG00000124193,6431,yes,no,no,no,SRSF6
SRSF9,,ENSG00000111786,8683,yes,no,no,no,SRSF9
SS18,,ENSG00000141380,6760,yes,no,no,no,SS18
SSB,,ENSG00000138385,6741,yes,no,no,no,SSB
SSBP1,,ENSG00000106028,6742,yes,yes,no,no,SSBP1
SSBP3,,ENSG00000157216,23648,yes,no,no,no,SSBP3
SSRP1,,ENSG00000149136,6749,yes,no,no,no,SSRP1
SSTR1,,ENSG00000139874,6751,yes,no,no,no,SSTR1
SSTR4,,ENSG00000132671,6754,yes,no,no,no,SSTR4
SSUH2,,ENSG00000125046,51066,yes,no,no,no,SSUH2
ST14,,ENSG00000149418,6768,yes,no,no,no,ST14
ST3GAL5,,ENSG00000115525,8869,yes,yes,no,no,ST3GAL5
ST8SIA2,,ENSG00000140557,8128,yes,no,no,no,ST8SIA2
ST8SIA4,,ENSG00000113532,7903,yes,no,no,no,ST8SIA4
STAC3,,ENSG00000185482,246329,yes,yes,no,no,STAC3
STAG1,,ENSG00000118007,10274,yes,no,no,no,STAG1
STAMBP,,ENSG00000124356,10617,yes,yes,no,no,STAMBP
STAP1,,ENSG00000035720,26228,yes,no,no,no,STAP1
STAR,,ENSG00000147465,6770,yes,no,no,no,STAR
STARD3,,ENSG00000131748,10948,yes,no,no,no,STARD3
STARD3NL,,ENSG00000010270,83930,yes,no,no,no,STARD3NL
STARD6,,ENSG00000174448,147323,yes,no,no,no,STARD6
STAT1,,ENSG00000115415,6772,yes,no,no,no,STAT1
STAT2,,ENSG00000170581,6773,yes,no,no,no,STAT2
STAT3,,ENSG00000168610,6774,yes,yes,no,no,STAT3
STAT4,,ENSG00000138378,6775,yes,no,no,yes,STAT4
STAT6,,ENSG00000166888,6778,yes,no,no,no,STAT6
STATH,,ENSG00000126549,6779,yes,no,no,no,STATH
STEAP3,,ENSG00000115107,55240,yes,no,no,no,STEAP3
STIM1,,ENSG00000167323,6786,yes,yes,no,no,STIM1
STIM2,,ENSG00000109689,57620,yes,no,no,no,STIM2
STING1,,ENSG00000184584,340061,yes,no,no,no,STING1
STK11,,ENSG00000118046,6794,yes,no,no,no,STK11
STK24,,ENSG00000102572,8428,yes,no,no,no,STK24
STK3,,ENSG00000104375,6788,yes,no,no,no,STK3
STK33,,ENSG00000130413,65975,yes,no,no,no,STK33
STK36,,ENSG00000163482,27148,yes,yes,no,no,STK36
STK4,,ENSG00000101109,6789,yes,no,no,no,STK4
STMN2,,ENSG00000104435,11075,yes,yes,no,no,STMN2
STN1,,ENSG00000107960,79991,yes,no,no,no,STN1
STOX1,,ENSG00000165730,219736,yes,no,no,no,STOX1
STPG2,,ENSG00000163116,285555,yes,no,no,no,STPG2
STPG4,,ENSG00000239605,285051,yes,no,no,no,STPG4
STRA6,,ENSG00000137868,64220,yes,no,no,no,STRA6
STRADA,,ENSG00000266173,92335,yes,no,no,no,STRADA
STT3A,,ENSG00000134910,3703,yes,yes,no,no,STT3A
STUB1,,ENSG00000103266,10273,yes,yes,no,yes,STUB1
STUM,,ENSG00000203685,375057,yes,no,no,no,STUM
STX11,,ENSG00000135604,8676,yes,yes,no,no,STX11
STX16,,ENSG00000124222,8675,yes,no,no,yes,STX16
STX1A,,ENSG00000106089,6804,yes,yes,no,no,STX1A
STX3,,ENSG00000166900,6809,yes,no,no,no,STX3
STX8,,ENSG00000170310,9482,yes,no,no,no,STX8
STXBP1,,ENSG00000136854,6812,yes,yes,no,no,STXBP1
STXBP2,,ENSG00000076944,6813,yes,yes,no,no,STXBP2
STXBP3,,ENSG00000116266,6814,yes,no,no,no,STXBP3
STXBP5,,ENSG00000164506,134957,yes,yes,no,no,STXBP5
SUCLA2,,ENSG00000136143,8803,yes,yes,no,no,SUCLA2
SUCLG1,,ENSG00000163541,8802,yes,yes,no,no,SUCLG1
SUCLG2,,ENSG00000172340,8801,yes,no,no,no,SUCLG2
SUCNR1,,ENSG00000198829,56670,yes,no,no,no,SUCNR1
SUGCT,,ENSG00000175600,79783,yes,yes,no,no,SUGCT
SULT2B1,,ENSG00000088002,6820,yes,yes,no,no,SULT2B1
SUMF1,,ENSG00000144455,285362,yes,yes,no,no,SUMF1
SUN2,,ENSG00000100242,25777,yes,no,no,no,SUN2
SUOX,,ENSG00000139531,6821,yes,no,no,no,SUOX
SUPT16H,,ENSG00000092201,11198,yes,no,no,no,SUPT16H
SUPT3H,,ENSG00000196284,8464,yes,yes,no,no,SUPT3H
SURF1,,ENSG00000148290,6834,yes,yes,no,no,SURF1
SUSD2,,ENSG00000099994,56241,yes,no,no,no,SUSD2
SV2A,,ENSG00000159164,9900,yes,no,no,no,SV2A
SVIL,,ENSG00000197321,6840,yes,no,no,no,SVIL
SYN3,,ENSG00000185666,8224,yes,no,no,no,SYN3
SYNE1,,ENSG00000131018,23345,yes,yes,no,yes,SYNE1
SYNE2,,ENSG00000054654,23224,yes,no,no,no,SYNE2
SYNE4,,ENSG00000181392,163183,yes,yes,no,no,SYNE4
SYNGR1,,ENSG00000100321,9145,yes,no,no,no,SYNGR1
SYNPR,,ENSG00000163630,132204,yes,no,no,no,SYNPR
SYNRG,,ENSG00000275066,11276,yes,no,no,no,SYNRG
SYT1,,ENSG00000067715,6857,yes,no,no,no,SYT1
SYT14,,ENSG00000143469,255928,yes,no,no,no,SYT14
SYT2,,ENSG00000143858,127833,yes,yes,no,yes,SYT2
SYT6,,ENSG00000134207,148281,yes,no,no,no,SYT6
SZT2,,ENSG00000198198,23334,yes,no,no,no,SZT2
TAB1,,ENSG00000100324,10454,yes,no,no,no,TAB1
TAB2,,ENSG00000055208,23118,yes,no,no,no,TAB2
TACO1,,ENSG00000136463,51204,yes,yes,no,no,TACO1
TACR1,,ENSG00000115353,6869,yes,no,no,no,TACR1
TACSTD2,,ENSG00000184292,4070,yes,no,no,no,TACSTD2
TAF15,,ENSG00000270647,8148,yes,no,no,no,TAF15
TAF1C,,ENSG00000103168,9013,yes,no,no,no,TAF1C
TAF2,,ENSG00000064313,6873,yes,no,no,no,TAF2
TAF4,,ENSG00000130699,6874,yes,yes,no,no,TAF4
TAF8,,ENSG00000137413,129685,yes,no,no,no,TAF8
TALDO1,,ENSG00000177156,6888,yes,yes,no,no,TALDO1
TAMM41,,ENSG00000144559,132001,yes,no,no,no,TAMM41
TANGO2,,ENSG00000183597,128989,yes,yes,no,no,TANGO2
TAOK1,,ENSG00000160551,57551,yes,yes,no,no,TAOK1
TAOK2,,ENSG00000149930,9344,yes,no,no,no,TAOK2
TAOK3,,ENSG00000135090,51347,yes,no,no,no,TAOK3
TAP1,,ENSG00000168394,6890,yes,yes,no,no,TAP1
TARS1,,ENSG00000113407,6897,yes,yes,no,yes,TARS1
TASP1,,ENSG00000089123,55617,yes,yes,no,no,TASP1
TAT,,ENSG00000198650,6898,yes,no,no,no,TAT
TATDN3,,ENSG00000203705,128387,yes,no,no,no,TATDN3
TAX1BP3,,ENSG00000213977,30851,yes,no,no,no,TAX1BP3
TBATA,,ENSG00000166220,219793,yes,no,no,no,TBATA
TBC1D10B,,ENSG00000169221,26000,yes,no,no,no,TBC1D10B
TBC1D16,,ENSG00000167291,125058,yes,no,no,no,TBC1D16
TBC1D20,,ENSG00000125875,128637,yes,yes,no,no,TBC1D20
TBC1D21,,ENSG00000167139,161514,yes,no,no,no,TBC1D21
TBC1D23,,ENSG00000036054,55773,yes,no,no,no,TBC1D23
TBC1D2B,,ENSG00000167202,23102,yes,no,no,no,TBC1D2B
TBC1D7,,ENSG00000145979,51256,yes,no,no,yes,TBC1D7
TBCA,,ENSG00000171530,6902,yes,yes,no,no,TBCA
TBCD,,ENSG00000141556,6904,yes,no,no,no,TBCD
TBCE,,ENSG00000284770,6905,yes,no,no,no,TBCE
TBCK,,ENSG00000145348,93627,yes,yes,no,yes,TBCK
TBL1XR1,,ENSG00000177565,79718,yes,yes,no,no,TBL1XR1
TBL2,,ENSG00000106638,26608,yes,yes,no,no,TBL2
TBX15,,ENSG00000092607,6913,yes,yes,no,no,TBX15
TBX4,,ENSG00000121075,9496,yes,yes,no,no,TBX4
TBXAS1,,ENSG00000059377,6916,yes,yes,no,no,TBXAS1
TCAP,,ENSG00000173991,8557,yes,yes,no,no,TCAP
TCERG1L,,ENSG00000176769,256536,yes,yes,no,no,TCERG1L
TCF20,,ENSG00000100207,6942,yes,no,no,no,TCF20
TCF3,,ENSG00000071564,6929,yes,no,no,no,TCF3
TCF4,,ENSG00000196628,6925,yes,yes,no,no,TCF4
TCF7L2,,ENSG00000148737,6934,yes,yes,no,no,TCF7L2
TCIM,,ENSG00000176907,56892,yes,yes,no,no,TCIM
TCIRG1,,ENSG00000110719,10312,yes,yes,no,no,TCIRG1
TCN2,,ENSG00000185339,6948,yes,yes,no,no,TCN2
TDO2,,ENSG00000151790,6999,yes,yes,no,no,TDO2
TDP1,,ENSG00000042088,55775,yes,yes,no,yes,TDP1
TDRD1,,ENSG00000095627,56165,yes,no,no,no,TDRD1
TDRD7,,ENSG00000196116,23424,yes,no,no,no,TDRD7
TEAD1,,ENSG00000187079,7003,yes,yes,no,no,TEAD1
TEAD3,,ENSG00000007866,7005,yes,no,no,no,TEAD3
TECPR2,,ENSG00000196663,9895,yes,yes,no,no,TECPR2
TEDC1,,ENSG00000185347,283643,yes,no,no,no,TEDC1
TEFM,,ENSG00000172171,79736,yes,yes,no,no,TEFM
TEK,,ENSG00000120156,7010,yes,no,no,no,TEK
TEKT1,,ENSG00000167858,83659,yes,no,no,no,TEKT1
TELO2,,ENSG00000100726,9894,yes,yes,no,no,TELO2
TEN1,,ENSG00000257949,100134934,yes,no,no,no,TEN1
TENM3,,ENSG00000218336,55714,yes,no,no,no,TENM3
TENM4,,ENSG00000149256,26011,yes,no,no,no,TENM4
TENT2,,ENSG00000164329,167153,yes,no,no,no,TENT2
TERF2IP,,ENSG00000166848,54386,yes,no,no,no,TERF2IP
TET2,,ENSG00000168769,54790,yes,no,no,yes,TET2
TET3,,ENSG00000187605,200424,yes,yes,no,no,TET3
TEX51,,ENSG00000237524,101929926,yes,no,no,no,TEX51
TEX9,,ENSG00000151575,374618,yes,no,no,no,TEX9
TF,,ENSG00000091513,7018,yes,yes,no,no,TF
TFAP2B,,ENSG00000008196,7021,yes,yes,no,no,TFAP2B
TFF1,,ENSG00000160182,7031,yes,yes,no,no,TFF1
TFF2,,ENSG00000160181,7032,yes,yes,no,no,TFF2
TFG,,ENSG00000114354,10342,yes,yes,no,yes,TFG
TFPI,,ENSG00000003436,7035,yes,no,no,no,TFPI
TFPT,,ENSG00000105619,29844,yes,no,no,no,TFPT
TFRC,,ENSG00000072274,7037,yes,no,no,no,TFRC
TG,,ENSG00000042832,7038,yes,yes,no,no,TG
TGFB2,,ENSG00000092969,7042,yes,no,no,no,TGFB2
TGFB3,,ENSG00000119699,7043,yes,yes,no,no,TGFB3
TGFBI,,ENSG00000120708,7045,yes,no,no,no,TGFBI
TGFBR1,,ENSG00000106799,7046,yes,no,no,no,TGFBR1
TGFBR2,,ENSG00000163513,7048,yes,yes,no,yes,TGFBR2
TGFBR3,,ENSG00000069702,7049,yes,no,no,no,TGFBR3
TGM1,,ENSG00000092295,7051,yes,yes,no,yes,TGM1
TGM5,,ENSG00000104055,9333,yes,no,no,no,TGM5
TGM6,,ENSG00000166948,343641,yes,no,no,yes,TGM6
THAP11,,ENSG00000168286,57215,yes,no,no,no,THAP11
THG1L,,ENSG00000113272,54974,yes,no,no,no,THG1L
THNSL2,,ENSG00000144115,55258,yes,no,no,no,THNSL2
THOC6,,ENSG00000131652,79228,yes,yes,no,no,THOC6
THPO,,ENSG00000090534,7066,yes,no,no,yes,THPO
THSD1,,ENSG00000136114,55901,yes,yes,no,no,THSD1
THSD4,,ENSG00000187720,79875,yes,no,no,no,THSD4
THUMPD1,,ENSG00000066654,55623,yes,yes,no,no,THUMPD1
THUMPD3,,ENSG00000134077,25917,yes,no,no,no,THUMPD3
TIA1,,ENSG00000116001,7072,yes,no,no,no,TIA1
TIE1,,ENSG00000066056,7075,yes,no,no,no,TIE1
TIGAR,,ENSG00000078237,57103,yes,no,no,no,TIGAR
TIGD5,,ENSG00000179886,84948,yes,no,no,no,TIGD5
TIMM29,,ENSG00000142444,90580,yes,no,no,no,TIMM29
TIMM50,,ENSG00000105197,92609,yes,no,no,no,TIMM50
TIMMDC1,,ENSG00000113845,51300,yes,yes,no,no,TIMMDC1
TIMP3,,ENSG00000100234,7078,yes,no,no,no,TIMP3
TINF2,,ENSG00000092330,26277,yes,yes,no,no,TINF2
TK2,,ENSG00000166548,7084,yes,yes,no,yes,TK2
TKFC,,ENSG00000149476,26007,yes,no,no,no,TKFC
TKT,,ENSG00000163931,7086,yes,yes,no,no,TKT
TLCD3B,,ENSG00000149926,83723,yes,no,no,no,TLCD3B
TLE3,,ENSG00000140332,7090,yes,no,no,no,TLE3
TLE4,,ENSG00000106829,7091,yes,no,no,no,TLE4
TLE5,,ENSG00000104964,166,yes,no,no,no,TLE5
TLK2,,ENSG00000146872,11011,yes,no,no,no,TLK2
TLL1,,ENSG00000038295,7092,yes,no,no,no,TLL1
TLN2,,ENSG00000171914,83660,yes,no,no,no,TLN2
TLR4,,ENSG00000136869,7099,yes,no,no,yes,TLR4
TMCO1,,ENSG00000143183,54499,yes,yes,no,yes,TMCO1
TMCO3,,ENSG00000150403,55002,yes,no,no,no,TMCO3
TMCO5A,,ENSG00000166069,145942,yes,no,no,no,TMCO5A
TMED3,,ENSG00000166557,23423,yes,no,no,no,TMED3
TMEM104,,ENSG00000109066,54868,yes,no,no,no,TMEM104
TMEM106B,,ENSG00000106460,54664,yes,no,no,yes,TMEM106B
TMEM107,,ENSG00000179029,84314,yes,no,no,no,TMEM107
TMEM114,,ENSG00000232258,283953,yes,yes,no,no,TMEM114
TMEM121,,ENSG00000184986,80757,yes,no,no,no,TMEM121
TMEM125,,ENSG00000179178,128218,yes,no,no,no,TMEM125
TMEM126A,,ENSG00000171202,84233,yes,yes,no,no,TMEM126A
TMEM126B,,ENSG00000171204,55863,yes,yes,no,no,TMEM126B
TMEM127,,ENSG00000135956,55654,yes,yes,no,no,TMEM127
TMEM132C,,ENSG00000181234,92293,yes,no,no,no,TMEM132C
TMEM132D,,ENSG00000151952,121256,yes,no,no,no,TMEM132D
TMEM163,,ENSG00000152128,81615,yes,no,no,no,TMEM163
TMEM165,,ENSG00000134851,55858,yes,yes,no,no,TMEM165
TMEM171,,ENSG00000157111,134285,yes,no,no,no,TMEM171
TMEM174,,ENSG00000164325,134288,yes,no,no,no,TMEM174
TMEM176A,,ENSG00000002933,55365,yes,no,no,no,TMEM176A
TMEM182,,ENSG00000170417,130827,yes,no,no,no,TMEM182
TMEM218,,ENSG00000150433,219854,yes,no,no,yes,TMEM218
TMEM222,,ENSG00000186501,84065,yes,no,no,no,TMEM222
TMEM237,,ENSG00000155755,65062,yes,yes,no,no,TMEM237
TMEM240,,ENSG00000205090,339453,yes,no,no,no,TMEM240
TMEM242,,ENSG00000215712,729515,yes,no,no,no,TMEM242
TMEM270,,ENSG00000175877,135886,yes,yes,no,no,TMEM270
TMEM37,,ENSG00000171227,140738,yes,no,no,no,TMEM37
TMEM38B,,ENSG00000095209,55151,yes,yes,no,no,TMEM38B
TMEM43,,ENSG00000170876,79188,yes,yes,no,no,TMEM43
TMEM53,,ENSG00000126106,79639,yes,yes,no,no,TMEM53
TMEM63A,,ENSG00000196187,9725,yes,no,no,no,TMEM63A
TMEM63B,,ENSG00000137216,55362,yes,yes,no,no,TMEM63B
TMEM63C,,ENSG00000165548,57156,yes,no,no,no,TMEM63C
TMEM65,,ENSG00000164983,157378,yes,no,no,no,TMEM65
TMEM70,,ENSG00000175606,54968,yes,no,no,no,TMEM70
TMEM86A,,ENSG00000151117,144110,yes,no,no,no,TMEM86A
TMEM94,,ENSG00000177728,9772,yes,no,no,yes,TMEM94
TMEM98,,ENSG00000006042,26022,yes,no,no,no,TMEM98
TMIE,,ENSG00000181585,259236,yes,yes,no,no,TMIE
TMPPE,,ENSG00000188167,643853,yes,no,no,no,TMPPE
TMPRSS3,,ENSG00000160183,64699,yes,yes,no,no,TMPRSS3
TMPRSS5,,ENSG00000166682,80975,yes,yes,no,no,TMPRSS5
TMX3,,ENSG00000166479,54495,yes,no,no,no,TMX3
TNF,,ENSG00000232810,7124,yes,yes,no,no,TNF
TNFAIP3,,ENSG00000118503,7128,yes,no,no,no,TNFAIP3
TNFRSF11A,,ENSG00000141655,8792,yes,yes,no,no,TNFRSF11A
TNFRSF13B,,ENSG00000240505,23495,yes,no,no,no,TNFRSF13B
TNFRSF13C,,ENSG00000159958,115650,yes,no,no,no,TNFRSF13C
TNFRSF21,,ENSG00000146072,27242,yes,no,no,no,TNFRSF21
TNFRSF25,,ENSG00000215788,8718,yes,no,no,no,TNFRSF25
TNFSF4,,ENSG00000117586,7292,yes,no,no,yes,TNFSF4
TNIP1,,ENSG00000145901,10318,yes,no,no,no,TNIP1
TNKS1BP1,,ENSG00000149115,85456,yes,no,no,no,TNKS1BP1
TNNC2,,ENSG00000101470,7125,yes,no,no,no,TNNC2
TNNI2,,ENSG00000130598,7136,yes,no,no,no,TNNI2
TNNT1,,ENSG00000105048,7138,yes,no,no,no,TNNT1
TNNT3,,ENSG00000130595,7140,yes,no,no,no,TNNT3
TNPO2,,ENSG00000105576,30000,yes,no,no,no,TNPO2
TNPO3,,ENSG00000064419,23534,yes,no,no,no,TNPO3
TNR,,ENSG00000116147,7143,yes,yes,no,no,TNR
TNRC6B,,ENSG00000100354,23112,yes,yes,no,no,TNRC6B
TNXB,,ENSG00000168477,7148,yes,no,no,no,TNXB
TOE1,,ENSG00000132773,114034,yes,yes,no,no,TOE1
TOGARAM1,,ENSG00000198718,23116,yes,no,no,no,TOGARAM1
TONSL,,ENSG00000160949,4796,yes,no,no,no,TONSL
TOP3A,,ENSG00000177302,7156,yes,yes,no,no,TOP3A
TOR1AIP1,,ENSG00000143337,26092,yes,no,no,no,TOR1AIP1
TOR1B,,ENSG00000136816,27348,yes,no,no,no,TOR1B
TOX2,,ENSG00000124191,84969,yes,no,no,no,TOX2
TP53RK,,ENSG00000172315,112858,yes,no,no,no,TP53RK
TPBG,,ENSG00000146242,7162,yes,no,no,no,TPBG
TPH2,,ENSG00000139287,121278,yes,no,no,no,TPH2
TPI1,,ENSG00000111669,7167,yes,yes,no,no,TPI1
TPK1,,ENSG00000196511,27010,yes,no,no,no,TPK1
TPM2,,ENSG00000198467,7169,yes,yes,no,yes,TPM2
TPM3,,ENSG00000143549,7170,yes,no,no,no,TPM3
TPO,,ENSG00000115705,7173,yes,yes,no,no,TPO
TPP1,,ENSG00000166340,1200,yes,no,no,yes,TPP1
TPP2,,ENSG00000134900,7174,yes,no,no,no,TPP2
TPR,,ENSG00000047410,7175,yes,no,no,no,TPR
TPRG1,,ENSG00000188001,285386,yes,no,no,no,TPRG1
TRABD2B,,ENSG00000269113,388630,yes,no,no,no,TRABD2B
TRAF3IP1,,ENSG00000204104,26146,yes,no,no,no,TRAF3IP1
TRAF3IP2,,ENSG00000056972,10758,yes,no,no,no,TRAF3IP2
TRAIP,,ENSG00000183763,10293,yes,no,no,no,TRAIP
TRAK1,,ENSG00000182606,22906,yes,yes,no,no,TRAK1
TRAPPC11,,ENSG00000168538,60684,yes,yes,no,no,TRAPPC11
TRAPPC12,,ENSG00000171853,51112,yes,yes,no,no,TRAPPC12
TRAPPC2B,,ENSG00000256060,10597,yes,no,no,no,TRAPPC2B
TRAPPC3,,ENSG00000054116,27095,yes,no,no,no,TRAPPC3
TRAPPC9,,ENSG00000167632,83696,yes,yes,no,yes,TRAPPC9
TRDN,,ENSG00000186439,10345,yes,yes,no,no,TRDN
TREM2,,ENSG00000095970,54209,yes,no,no,yes,TREM2
TRIB2,,ENSG00000071575,28951,yes,no,no,no,TRIB2
TRIM33,,ENSG00000197323,51592,yes,no,no,no,TRIM33
TRIM36,,ENSG00000152503,55521,yes,yes,no,no,TRIM36
TRIM37,,ENSG00000108395,4591,yes,yes,no,no,TRIM37
TRIM44,,ENSG00000166326,54765,yes,no,no,no,TRIM44
TRIO,,ENSG00000038382,7204,yes,yes,no,yes,TRIO
TRIP11,,ENSG00000100815,9321,yes,yes,no,no,TRIP11
TRIP12,,ENSG00000153827,9320,yes,no,no,no,TRIP12
TRIP13,,ENSG00000071539,9319,yes,yes,no,no,TRIP13
TRIP4,,ENSG00000103671,9325,yes,no,no,no,TRIP4
TRIT1,,ENSG00000043514,54802,yes,no,no,no,TRIT1
TRMT12,,ENSG00000183665,55039,yes,no,no,no,TRMT12
TRMU,,ENSG00000100416,55687,yes,yes,no,no,TRMU
TRNT1,,ENSG00000072756,51095,yes,yes,no,no,TRNT1
TRPC6,,ENSG00000137672,7225,yes,no,no,no,TRPC6
TRPM1,,ENSG00000134160,4308,yes,no,no,no,TRPM1
TRPM3,,ENSG00000083067,80036,yes,no,no,yes,TRPM3
TRPM6,,ENSG00000119121,140803,yes,no,no,no,TRPM6
TRPS1,,ENSG00000104447,7227,yes,yes,no,no,TRPS1
TRPV1,,ENSG00000196689,7442,yes,no,no,no,TRPV1
TRPV4,,ENSG00000111199,59341,yes,yes,no,yes,TRPV4
TRPV6,,ENSG00000165125,55503,yes,no,no,no,TRPV6
TRRAP,,ENSG00000196367,8295,yes,yes,no,yes,TRRAP
TSEN15,,ENSG00000198860,116461,yes,no,no,no,TSEN15
TSEN2,,ENSG00000154743,80746,yes,yes,no,no,TSEN2
TSEN34,,ENSG00000170892,79042,yes,yes,no,no,TSEN34
TSEN54,,ENSG00000182173,283989,yes,yes,no,yes,TSEN54
TSFM,,ENSG00000123297,10102,yes,yes,no,no,TSFM
TSHZ3,,ENSG00000121297,57616,yes,yes,no,no,TSHZ3
TSKS,,ENSG00000126467,60385,yes,no,no,no,TSKS
TSPAN1,,ENSG00000117472,10103,yes,yes,no,yes,TSPAN1
TSPAN14,,ENSG00000108219,81619,yes,no,no,no,TSPAN14
TSPAN16,,ENSG00000130167,26526,yes,no,no,no,TSPAN16
TSPAN17,,ENSG00000048140,26262,yes,no,no,no,TSPAN17
TSPOAP1,,ENSG00000005379,9256,yes,no,no,yes,TSPOAP1
TSPYL1,,ENSG00000189241,7259,yes,yes,no,no,TSPYL1
TSTD1,,ENSG00000215845,100131187,yes,no,no,no,TSTD1
TTBK2,,ENSG00000128881,146057,yes,no,no,no,TTBK2
TTC12,,ENSG00000149292,54970,yes,yes,no,no,TTC12
TTC17,,ENSG00000052841,55761,yes,no,no,no,TTC17
TTC19,,ENSG00000011295,54902,yes,yes,no,yes,TTC19
TTC39C,,ENSG00000168234,125488,yes,no,no,no,TTC39C
TTC6,,ENSG00000139865,319089,yes,no,no,no,TTC6
TTC7A,,ENSG00000068724,57217,yes,no,no,no,TTC7A
TTI1,,ENSG00000101407,9675,yes,no,no,no,TTI1
TTI2,,ENSG00000129696,80185,yes,no,no,no,TTI2
TTLL5,,ENSG00000119685,23093,yes,no,no,no,TTLL5
TTN,,ENSG00000155657,7273,yes,yes,no,no,TTN
TTPA,,ENSG00000137561,7274,yes,no,no,yes,TTPA
TTR,,ENSG00000118271,7276,yes,yes,no,yes,TTR
TTYH1,,ENSG00000167614,57348,yes,no,no,no,TTYH1
TUB,,ENSG00000166402,7275,yes,yes,no,no,TUB
TUBA3D,,ENSG00000075886,113457,yes,no,no,no,TUBA3D
TUBB4A,,ENSG00000104833,10382,yes,yes,no,yes,TUBB4A
TUBB4B,,ENSG00000188229,10383,yes,yes,no,yes,TUBB4B
TUBB6,,ENSG00000176014,84617,yes,no,no,no,TUBB6
TUBGCP2,,ENSG00000130640,10844,yes,no,no,no,TUBGCP2
TUBGCP4,,ENSG00000137822,27229,yes,no,no,no,TUBGCP4
TUBGCP6,,ENSG00000128159,85378,yes,yes,no,no,TUBGCP6
TUFM,,ENSG00000178952,7284,yes,no,no,no,TUFM
TUFT1,,ENSG00000143367,7286,yes,no,no,no,TUFT1
TULP2,,ENSG00000104804,7288,yes,no,no,no,TULP2
TULP4,,ENSG00000130338,56995,yes,no,no,no,TULP4
